"Value.SSB","Value.Recr","Value.SPRratio","Value.F","Value.Bratio","Value.ForeCatch","Value.OFLCatch","Value.lnSPB","year","model_run","iteration","scenario"
29546.5,1708980,NA,NA,NA,NA,NA,NA,"1986","testNew_OM","2","researchModel"
52403.6,1939990,NA,NA,NA,NA,NA,NA,"1987","testNew_OM","2","researchModel"
78232.5,1295000,NA,NA,NA,NA,NA,NA,"1988","testNew_OM","2","researchModel"
127992,1901800,NA,NA,NA,NA,NA,NA,"1989","testNew_OM","2","researchModel"
117619,5507970,NA,NA,NA,NA,NA,NA,"1990","testNew_OM","2","researchModel"
97126.4,4157080,NA,NA,NA,NA,NA,NA,"1991","testNew_OM","2","researchModel"
102528,9810110,NA,NA,NA,NA,NA,NA,"1992","testNew_OM","2","researchModel"
165593,23487600,NA,NA,NA,NA,NA,NA,"1993","testNew_OM","2","researchModel"
273238,12879300,NA,NA,NA,NA,NA,NA,"1994","testNew_OM","2","researchModel"
573371,12886600,NA,NA,NA,NA,NA,NA,"1995","testNew_OM","2","researchModel"
829655,20716000,NA,NA,NA,NA,NA,NA,"1996","testNew_OM","2","researchModel"
905476,21152500,NA,NA,NA,NA,NA,NA,"1997","testNew_OM","2","researchModel"
948533,4446810,NA,NA,NA,NA,NA,NA,"1998","testNew_OM","2","researchModel"
1084020,3824300,NA,NA,NA,NA,NA,NA,"1999","testNew_OM","2","researchModel"
1022640,6211520,NA,NA,NA,NA,NA,NA,"2000","testNew_OM","2","researchModel"
779507,1436470,NA,NA,NA,NA,NA,13.5664,"2001","testNew_OM","2","researchModel"
584792,33654200,NA,NA,NA,NA,NA,NA,"2002","testNew_OM","2","researchModel"
407966,26179600,NA,NA,NA,NA,NA,NA,"2003","testNew_OM","2","researchModel"
489435,26991300,NA,NA,NA,NA,NA,NA,"2004","testNew_OM","2","researchModel"
714236,10013000,NA,NA,NA,NA,NA,NA,"2005","testNew_OM","2","researchModel"
865279,7390480,NA,NA,NA,NA,NA,NA,"2006","testNew_OM","2","researchModel"
852475,3376280,NA,NA,NA,NA,NA,NA,"2007","testNew_OM","2","researchModel"
719615,6204460,NA,NA,NA,NA,NA,NA,"2008","testNew_OM","2","researchModel"
521601,6602590,NA,NA,NA,NA,NA,NA,"2009","testNew_OM","2","researchModel"
